pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note
POM00005572,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Augusta, Richmond County, Georgia, United States",1 art original : col. ; 15 x 24 cm. ,82680,1915,,1915-08-17,Tornado,
POM00005573,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"San Antonio, Bexar County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,41200,1908,,1908-07-20,Triana,
POM00005574,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,8101940,1940,,1940-08,Triogen,
POM00001853,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Vineyard, Spalding County, Georgia, United States",1 art original : col. ; 17 x 19 cm. ,8864,1895,,1895,Triumph,
POM00006060,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Grand Junction, Mesa County, Colorado, United States",1 art original : col. ; 18 x 24 cm. ,641,1913,Soil poisoning.  Trouble occurred mostly on trees previously weakened. Spotted leaves very numerous on trees dying from borers.,1913,Triumph,
POM00005575,,Prunus persica,peaches,,1 art original : col. ; 17 x 25 cm. ,[00132],,,,Triumph,Assigned specimen number
POM00005795,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,[00145],1936,Negative Number 67; 113,1936-08-05,Triumph,Assigned specimen number
POM00005576,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,51221,1911,,1911-08-18,Troths Early,
POM00005577,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47422,1910,,1910-08-09,Troths Early,
POM00005578,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,51585,1911,,1911,Turners Seedling,
POM00005579,"Thompson, Harriet L.",Prunus persica,peaches,"Chico, Butte County, California, United States",1 art original : col. ; 17 x 25 cm. ,82514,1915,,1915-08-03,Tuscon,
POM00005580,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Burbank, Los Angeles County, California, United States",1 art original : col. ; 17 x 26 cm. ,17767,1899,"Vol. R, p. 244",1899,Tuskena,
POM00005581,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Napa, Napa County, California, United States",1 art original : col. ; 17 x 25 cm. ,3798,1892,,1892-09-05,Tuskena Cling,
POM00005582,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,51502,1911,,1911-09-07,Tyhurst,
POM00005939,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,[00147],1942,B.P.I.,1942,U.S.D.A. No. 396,Assigned specimen number
POM00005583,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 19 x 26 cm. ,113295,1936,,1936,Uneeda,
POM00005584,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,51222,1911,4878,1911-08-16,Uneeda Cling,
POM00005585,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Peru, Nemaha County, Nebraska, United States",1 art original : col. ; 17 x 25 cm. ,41767,1908,,1908-09-03,Utility,
POM00005586,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,113329,1936,,1936-09,Valiant,
POM00005587,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 15 x 24 cm. ,64760,1913,,1913-09-23,Van Meters Late,
POM00002770,"Heiges, Bertha",Malus domestica,apples,"York, York County, Pennsylvania, United States",1 art original : col. ; 16 x 25 cm. ,12818,1896,"pes [?] Eli Cunningham, York County Fair, York, Pennsylvania",1896-10-30,Ned,Alternative variety name(s):  Saylor
POM00002771,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Williamsburg, Iowa County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,40074,1908,,1908-04-01,Nelson Sweet,
POM00002772,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Ottawa, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,68340,1914,,1914-02-28,Nemo,
POM00002773,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Magnolia, Kent County, Delaware, United States",1 art original : col. ; 17 x 25 cm. ,107190,1925,,1925-12-07,Nero,
POM00002774,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"New Brunswick, Middlesex County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,7727,1894,,1894,Nero,
POM00002775,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Baraboo, Sauk County, Wisconsin, United States",1 art original : col. ; 17 x 26 cm. ,55947,1912,,1912-03-30,Nero,
POM00002776,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Magnolia, Kent County, Delaware, United States",1 art original : col. ; 17 x 25 cm. ,49576,1911,,1911-02-16,Nero,
POM00002777,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,105966,1925,"Section D, Row 3-4, Tree 5; Accession Number #3065",1925-01,Nero,
POM00002778,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Magnolia, Kent County, Delaware, United States",1 art original : col. ; 17 x 26 cm. ,53101,1912,Painted from sections,1912-02-14,Nero,
POM00002779,"Heiges, Bertha",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,16950,1899,,1899-01-16,Nero,
POM00002780,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,98320,1920,,1920-02-10,Nero,
POM00002781,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,99707,1921,,1921-01-29,Nero,
POM00001778,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Hilton, Monroe County, New York, United States",1 art original : col. ; 17 x 25 cm. ,27876,1903,See 31030,1903,New Twenty Ounce,Alternative variety name(s):  Collamer
POM00001804,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 16 x 25 cm. ,85712,1915,Copy painted 11/26/1915;,1915-11-22,Newby,Alternative variety name(s):  Doctor
POM00002782,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Baraboo, Sauk County, Wisconsin, United States",1 art original : col. ; 17 x 25 cm. ,40387,1908,,1908-02-27,Newell,
POM00002783,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 24 cm. ,1676,1936,,1936-04-04,Newfane,
POM00002784,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,113705,1939,,1939-02,Newfane,
POM00002785,"Shull, James Marion, 1872-1948",Malus domestica,apples,"Stevensville, Bradford County, Pennsylvania, United States",1 art original : col. ; 17 x 24 cm. ,1771,1938,,1938-02-18,Newfane,
POM00002786,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,113705a,1939,,1939-02,Newfane,
POM00002358,"Prestele, William Henry, 1838-1895",Malus domestica,apples,"Denmark, Lee County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,x9042,1890,,1890-10-10,Newport,
POM00004226,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Riverside, Riverside County, California, United States",1 art original : col. ; 17 x 25 cm. ,40934,1908,,1908-05-29,Winesap,
POM00004227,"Lower, Elsie E., b. 1882",Malus domestica,apples,"Pleasant Valley, El Dorado County, California, United States",1 art original : col. ; 17 x 25 cm. ,42595,1909,,1909-01-20,Winesap,
POM00004228,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,43167,1909,,1909-04-18,Winesap,
POM00004229,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,48603,1911,,1911-02-07,Winesap,
POM00004230,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Magnolia, Kent County, Delaware, United States",1 art original : col. ; 17 x 25 cm. ,49579,1911,,1911-02-14,Winesap,
POM00004231,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Syracuse, Onondaga County, New York, United States",1 art original : col. ; 17 x 25 cm. ,50146 1/2,1911,,1911-02-07,Winesap,
POM00004232,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Yakima, Yakima County, Washington, United States",1 art original : col. ; 17 x 26 cm. ,55399,1912,"Lot 4, 1st inspection, 1911; Mailed 10 days after withdrawl; Mature Pick, no scald; See 55398",1912-02-10,Winesap,
POM00004233,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Richmond, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,95132,1918,,1918,Winesap,Second image on watercolor is black and white drawing of apple
POM00004251,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,99710,1921,,1921-01-26,Winesap,
POM00004252,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Flint Hill, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,108508,1926,,1926-12-06,Winesap,
POM00004253,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,110668; 110673,,,,Winesap,
POM00004254,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,111822,1931,,1931-04-17,Winesap,
POM00000761,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Mitchellville, Polk County, Iowa, United States",1 art original : col. ; 17 x 26 cm. ,61764,1912,,1912-12-26,Winfrey,
POM00000762,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,110329,1928,"Section J, Row 23-24, Tree 2; Picked 08/22/1928",1928-08-31,Wingate,
POM00000763,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,112298,1931,"Section J, Row 22-24, Tree 2",1931-10-20,Wingate,
POM00000764,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 26 cm. ,52690a,1911,,1911-11-07,Winslow,
POM00003541,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Farmingdale, Sangamon County, Illinois, United States",1 art original : col. ; 17 x 26 cm. ,52690,1911,,1911-12-09,Winslow,Alternative variety name(s):  Stayman Winesap
POM00000010,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"South Haven, Van Buren County, Michigan, United States",1 art reproduction ; 17 x 25 cm. ,96353a,1918,,1918-11-04,Winter Banana,
POM00000766,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,110401,1928,"Acc # 7236; Section J, Row 8, Tree 4",1928-09-08,Winter Banana,
POM00001019,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Lafayette, Tippecanoe County, Indiana, United States",1 art original : col. ; 17 x 25 cm. ,52040,1911,,1911-10-09,Winter Banana,Changed South Lafayette to Lafayette
POM00002854,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,121920,1920,,1920-12-19,Lord Stradbroke,
POM00002735,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Mountain Grove, Wright County, Missouri, United States",1 art original : col. ; 17 x 25 cm. ,85604,1915,,1915-12-04,Lord Walseley,
POM00002736,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,105992,1925,"Section F, Row 3-4, Tree 5",1925-02-07,Lord Woolsey,
POM00002737,"Heiges, Bertha",Malus domestica,apples,"Excelsior, Hennepin County, Minnesota, United States",1 art original : col. ; 17 x 25 cm. ,17875,1899,,1899-08-31,Lottie,
POM00002738,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,72212,1914,"Farm No. 1871, Arlington Farm, Rosslyn, Va.",1914-07-18,Lou,
POM00002740,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Keedysville, Washington County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,43067,1909,,1909-01-23,Loudoun Pippin,Alternative variety name(s):  Loudoun
POM00002741,"Heiges, Bertha",Malus domestica,apples,"Richmond, Virginia, United States",1 art original : col. ; 16 x 24 cm. ,23590,1901,,1901-12-11,Loudoun Pippin,Alternative variety name(s):  Loudoun
POM00002665,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Grimsby, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,32988,1904,,1904-11-19,Louise,
POM00002666,"Heiges, Bertha , Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Yarmouth, Nova Scotia, Canada",1 art original : col. ; 16 x 25 cm. ,18985,1899,,1899-12,Louise,Alternative variety name(s):  Princess Louise; Louise Princess
POM00002742,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Lake Mills, Jefferson County, Wisconsin, United States",1 art original : col. ; 16 x 25 cm. ,20703,1900,,1900-11-06,Louise,
POM00002679,"Heiges, Bertha",Malus domestica,apples,"Plain Dealing, Louisiana, United States",1 art original : col. ; 17 x 25 cm. ,14430,1897,Bossier Parish,1897-09-18,Louisiana,
POM00002743,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,106592,1925,"Section B, Row 3-4, Tree 3",1925-08-17,Lowell,
POM00002744,"Strange, M.",Malus domestica,apples,"Warwick, Franklin County, Massachusetts, United States",1 art original : col. ; 16 x 25 cm. ,74749,1914,,1914-09-30,Lowell,
POM00002745,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Saint George, Pottawatomie County, Kansas, United States",1 art original : col. ; 17 x 25 cm. ,109183,1927,,1927-09-28,Lowland Raspberry,
POM00002667,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,111263 1/2,1929,"Section L, Row 23-24, Tree 5",1929-12-21,Lowry,
POM00002668,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Chicago, Cook County, Illinois, United States",1 art original : col. ; 17 x 26 cm. ,55363,1912,"Rogers & Co., Stark Bros.",1912-01-31,Lowry,
POM00002669,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Louisiana, Pike County, Missouri, United States",1 art original : col. ; 17 x 25 cm. ,55206,1912,,1912-02-28,Lowry,
POM00002670,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Warrenton, Fauquier County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,113531,1937,,1937-12,Lowry,
POM00002671,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,110418,,,,Lowry,
POM00002672,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 26 cm. ,111881,1931,,1931-01-14,Lowry,
POM00007501,"Arnold, Mary Daisy, ca. 1873-1955",Punica granatum,pomegranates,,1 art original : col. ; 17 x 25 cm. ,112569,1932,From fruit stand,1932-11-17,Pomegranate,
POM00007506,"Steadman, Royal Charles, b. 1875",Punica granatum,pomegranates,,1 art original : col. ; 17 x 25 cm. ,99170,1920,Sent by T.H. Kearney,1920-10-29,Sacotons,
POM00007500,"Lower, Elsie E., b. 1882",Punica granatum,pomegranates,"Putnam, Marion County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,45619,1909,,1909-12-18,Sweet Green Skinned,
POM00007463,"Shull, James Marion, 1872-1948",Punica granatum,pomegranates,"Putnam, Marion County, Georgia, United States",1 art original : col. ; 17 x 24 cm. ,555,1911,,1911,Wonderful,
POM00007516,"Newton, Amanda Almira, ca. 1860-1943",Punica granatum,pomegranates,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,1101920,1920,In storage about three months. Stored in Cold Storage Plant,1920,Wonderful,Possible alternative variety name:  Sacaton
POM00007133,"Steadman, Royal Charles, b. 1875",Pyrus calleryana,Callery pear,"Brookline, Norfolk County, Massachusetts, United States",1 art original : col. ; 17 x 25 cm. ,100496,1921,,1921-11-21,,
POM00007040,"Newton, Amanda Almira, ca. 1860-1943",Pyrus communis,pears,"Medford, Jackson County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,45995; 45994,1909,"Bruising by pressure, rubbing in box in transit; 45994 - Clairgeou - Shipped August 20th; Stored September 8th; Withdrawn December 7th. 45994 - Clairgeou - Shipped August 28th; Stored September 17th; Withdrawn December 7th",1909,,Watercolor includes these varieties: Howell; Clairgeau
POM00007049,"Passmore, Deborah Griscom, 1840-1911",Pyrus communis,pears,"Fleury-sous-Meudon, Ile-de-France, France",1 art original : col. ; 17 x 25 cm. ,20902,1900,Passe of Horticulture; Passe-Crassane,1900,,Passe-Crassane - winter pear; Changed Fleury-Meudon to Fleury-sous-Meudon
