pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note,cultivar
POM00000719,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,112759,1933.0,,1933,Red Spy Hallenback,,apple
POM00000717,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,112758,1933.0,Negative Number 59923,1933,Red Spy Victor,,apple
POM00000721,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 26 cm. ,108490,1926.0,,1926-11-22,Red Stayman,,apple
POM00000722,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Sheridan, Chautauqua County, New York, United States",1 art original : col. ; 17 x 25 cm. ,22645,1901.0,,1901,Red Stetiner,,apple
POM00000483,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Beaver Creek, Washington County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,33244,1905.0,No Comments.  Sent in by Mr. Irwin,1905-01-19,Red Streak,Changed West Beaver Creek to Beaver Creek; Alternative variety name(s):  Redstreak,apple
POM00000724,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,,1 art original : col. ; 17 x 25 cm. ,36357,1906.0,"Although Wm. H. Ragan has sent multiple specimens from Indiana, United States",1906-08-09,Red Stripe,Alternative variety name(s):  Redstripe,apple
POM00000725,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,111494,1930.0,"Section I, Row 21, Tree 2; Picked 07/29/1930",1930-08-02,Red Stripe,,apple
POM00000726,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,111494a,1930.0,"Section I, Row 21, Tree 2",1930-08-05,Red Stripe,,apple
POM00000727,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Faison, Duplin County, North Carolina, United States",1 art original : col. ; 17 x 25 cm. ,41176,1908.0,,1908,Red Sweet June,,apple
POM00000060,"Prestele, William Henry, 1838-1895",Malus domestica,apples,"Charles City, Floyd County, Iowa, United States",1 art reproduction ; 16 x 18 cm. ,[00053],1888.0,,1888,Red Transparent,Assigned specimen number,apple
POM00003005,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Malus domestica,apples,"Geneva, Ontario County, New York, United States",1 art original : col. ; 22 x 27 cm. ,113203,1935.0,,1935,Red Twenty-Ounce,,apple
POM00000728,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Newell, Hancock County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,63121,1913.0,Red variety of Willow Twig originated by Mr. Newell,1913-05-29,Red Willow Twig,,apple
POM00004394,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,56588,1912.0,,1912-06-15,Princess Ena,"Location note:  Wesley Heights (neighborhood), Washington, D.C.",berry
POM00003949,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,71629,1914.0,,1914-06-13,Progressive,,berry
POM00003950,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,24739,1902.0,,1902,Prosperity,,berry
POM00003951,"Shull, James Marion, 1872-1948",Fragaria,strawberries,,1 art original : col. ; 22 x 27 cm. ,2124,,,,Redstar,,berry
POM00003954,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,71710,1914.0,,1914-06-04,Rewastico,,berry
POM00003955,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,81810,1915.0,,1915-06-15,Ridgway,,berry
POM00003953,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"Alton, Madison County, Illinois, United States",1 art original : col. ; 16 x 25 cm. ,85133,1915.0,,1915,Riehls Perfection,,berry
POM00004054,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"Pulaski, Oswego County, New York, United States",1 art original : col. ; 17 x 25 cm. ,53587,1911.0,,1911-10-31,Rockhills No. 16,,berry
POM00004055,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Pulaski, Oswego County, New York, United States",1 art original : col. ; 17 x 25 cm. ,21814,1901.0,,1901,Rough Rider,,berry
POM00004056,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,19522,1900.0,,1900,Ruby,,berry
POM00004057,"Lower, Elsie E., b. 1882",Fragaria,strawberries,"Conrad, Grundy County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,39245,1907.0,,1907-09-28,Runnerless,,berry
POM00004058,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"Brocton, Chautauqua County, New York, United States",1 art original : col. ; 17 x 25 cm. ,38431,1907.0,G.E. Ryckman,1907-07-03,Ryckman,,berry
POM00004395,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"Brocton, Chautauqua County, New York, United States",1 art original : col. ; 17 x 25 cm. ,38431a,1907.0,,1907-07-03,Ryckman,,berry
POM00000071,,Fragaria,strawberries,"Ponchatoula, Louisiana, United States",1 art reproduction ; 15 x 21 cm. ,x13013,1891.0,Tangipahoa Parish,1891,Salter,,berry
POM00000072,,Fragaria,strawberries,"Sandoval, Marion County, Illinois, United States",1 art reproduction ; 17 x 19 cm. ,x13066,1891.0,B.C. Warfield,1891,Sandoval,,berry
POM00004396,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 26 cm. ,56596a,1912.0,,1912-06-14,Saunders,,berry
POM00004397,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,19513,1900.0,,1900,Seaford,,berry
POM00004398,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,21684,1901.0,,1901,Senator Dunlap,,berry
POM00004399,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,50701,1911.0,,1911-06-03,Shipping King,,berry
POM00004400,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,81762,1915.0,,1915,Silver Coin,,berry
POM00004697,"Heiges, Bertha",Prunus avium,cherries,"Brighton, Howard County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,24855,1902.0,,1902-06-17,Roslyn,Changed Montgomery County to Howard County,cherry
POM00004698,"Arnold, Mary Daisy, ca. 1873-1955",Prunus avium,cherries,"Salem, Marion County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,51006,1911.0,,1911-07-28,Royal Anne,Alternative variety name(s): Napoleon,cherry
POM00004716,"Shull, James Marion, 1872-1948",Prunus avium,cherries,"Wenatchee, Chelan County, Washington, United States",1 art original : col. ; 17 x 24 cm. ,1635,1935.0,,1935,Royal Anne,,cherry
POM00004699,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Grimsby, Ontario, Canada",1 art original : col. ; 17 x 25 cm. ,47129,1910.0,Ontario Fruit Station,1910-07-13,Royal Duke,,cherry
POM00004700,"Arnold, Mary Daisy, ca. 1873-1955",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 26 cm. ,50872,1911.0,,1911-06-26,Royal Duke,,cherry
POM00004701,"Schutt, Ellen Isham, 1873-1955",Prunus avium,cherries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,50844,1911.0,,1911-06-22,Royal Novelle,,cherry
POM00004702,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,50896,1911.0,,1911-06-28,Royal Novelle,,cherry
POM00004703,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"York, York County, Pennsylvania, United States",1 art original : col. ; 17 x 24 cm. ,11962,1896.0,Roman nose suture at cavity should be more pronounced,1896,Rupp,,cherry
POM00004704,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Brookings, Brookings County, South Dakota, United States",1 art original : col. ; 17 x 25 cm. ,44106,1909.0,,1909-08-20,Safra,Variety name possibly Sapa or Safra,cherry
POM00004705,"Arnold, Mary Daisy, ca. 1873-1955",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,89054,1916.0,Geneva Exp. Sta,1916-07-24,Schmidt,,cherry
POM00004706,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"York, York County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,8883,1895.0,,1895,Schmidt Bigarreau,,cherry
POM00004707,"Passmore, Deborah Griscom, 1840-1911",Prunus avium,cherries,"Milton-Freewater, Umatilla County, Oregon, United States",1 art original : col. ; 17 x 26 cm. ,21776,1901.0,,1901,Shelton,Changed Milton to Milton-Freewater,cherry
POM00004708,"Thompson, Harriet L.",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,82166,1915.0,,1915,Short Stemmed Montmorency,,cherry
POM00004709,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"New Waterford County, Ohio, United States",1 art original : col. ; 17 x 26 cm. ,101556,1922.0,Emerson Taylor,1922,Sidney,,cherry
POM00004710,"Heiges, Bertha",Prunus avium,cherries,"Springbrook, Yamhill County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,13889,1897.0,,1897-07-12,Socsany White,,cherry
POM00004616,"Schutt, Ellen Isham, 1873-1955",Prunus avium,cherries,"Santa Rosa, Sonoma County, California, United States",1 art original : col. ; 16 x 25 cm. ,51019,1911.0,,1911-07-31,South Giant,,cherry
POM00004619,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,82187,1915.0,,1915-07-20,Sparhawk,,cherry
POM00004620,"Schutt, Ellen Isham, 1873-1955",Prunus avium,cherries,"Geneva, Ontario County, New York, United States",1 art original : col. ; 16 x 25 cm. ,56968,1912.0,,1912-07-11,Spate Amarelle,,cherry
POM00004621,"Shull, James Marion, 1872-1948",Prunus avium,cherries,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 24 cm. ,1814,1939.0,,1939,St. Medard,,cherry
POM00004622,"Newton, Amanda Almira, ca. 1860-1943",Prunus avium,cherries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,50744,1911.0,,1911-06-16,St. Medard,,cherry
POM00004018,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,56503,1912.0,,1912-05-28,Early Harvest,,berry
POM00004026,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,88609,1916.0,,1916,Early Jersey Giant,,berry
POM00004019,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,71621,1914.0,Prof. C.P. Close,1914-05-30,Early Miller,,berry
POM00004027,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,63127,1913.0,,1913-05,Early Ozark,,berry
POM00004020,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 13 cm. ,6650,1894.0,Department Grounds,1894-05-18,Ella,,berry
POM00004021,"Prestele, William Henry, 1838-1895",Fragaria,strawberries,"Ada, Hardin County, Ohio, United States",1 art original : col. ; 12 x 15 cm. ,x14051,1891.0,,1891-06-24,Enhance,,berry
POM00004023,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"Cuyahoga Falls, Summit County, Ohio, United States",1 art original : col. ; 16 x 25 cm. ,50789,1911.0,,1911-06-12,Epsey,,berry
POM00004024,"Heiges, Bertha",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,19527,1900.0,,1900-06-08,Eureka,,berry
POM00004025,"Prestele, William Henry, 1838-1895",Fragaria,strawberries,"Mountainville, Orange County, New York, United States",1 art original : col. ; 12 x 14 cm. ,x1409,1911.0,J.R. Hawkins,1911,Eureka,,berry
POM00004028,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,71682,1914.0,,1914-05-29,Excelsior,,berry
POM00004150,,Fragaria,strawberries,,1 art original : col. ; 22 x 27 cm. ,[00073],,,,Fairfax,Assigned specimen number,berry
POM00004149,"Muller, Frank",Fragaria,strawberries,"Califon, Hunterdon County, New Jersey, United States",1 art original : col. ; 16 x 19 cm. ,x14031,1891.0,Oakley [Apgar?],1891,Fairmount,,berry
POM00004151,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"Towson, Baltimore County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,40957,1908.0,,1908-06-06,Fendall,,berry
POM00004152,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,63221,1913.0,,1913-06-04,Fendall,,berry
POM00004153,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,63207,1913.0,,1913-07,First Quality,,berry
POM00004154,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"Pulaski, Oswego County, New York, United States",1 art original : col. ; 17 x 25 cm. ,53582,1911.0,,1911-10-31,Francis,,berry
POM00004155,"Lower, Elsie E., b. 1882",Fragaria,strawberries,"Conrad, Grundy County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,39440,1907.0,"L.G.X. Pan. Am and H. Rockhill, See letter to W.A.T, 02/08/1910",1907-10-16,Francis,,berry
POM00004156,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,36120,1906.0,,1906-06-09,Gabara,"Location note:  Wesley Heights (neighborhood), Washington, D.C.",berry
POM00004157,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"West End, Fairfax County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,28818,1903.0,"Color normal but flavor gone.  Cold Storage, 21 days, Plate 1, Bul 108. Stored 06/08/1903 at 32 degrees Fahrenheit, wrapped, Center Market Cold Storage, Washington, D.C., Withdrawn 06/30/1903",1903,Gandy,"West End, Staunton (independent city) rather than Fairfax County",berry
POM00004158,"Heiges, Bertha",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 24 cm. ,13779,1897.0,,1897,Gandy,"Location note: Georgetown (neighborhood), Washington, D.C.",berry
POM00003166,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"Manorville, Armstrong County, Pennsylvania, United States",1 art original : col. ; 17 x 26 cm. ,39540,1907.0,Seedless; Mrs. J.P. Rickert,1907-11-30,,,apple
POM00003167,"Newton, Amanda Almira, ca. 1860-1943",Malus domestica,apples,"East Lansing, Ingham County, Michigan, United States",1 art original : col. ; 17 x 25 cm. ,46099,1910.0,Seedless; H.J. Eustace,1910-01-08,,,apple
POM00003168,"Schutt, Ellen Isham, 1873-1955",Malus domestica,apples,"Arlington, Dutchess County, New York, United States",1 art original : col. ; 17 x 25 cm. ,32272,1904.0,Seedless; W.H. Hart,1904,,,apple
POM00003169,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"West Monterey, Clarion County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,32739a,1904.0,Seedless; This section is from a defective core and cannot be completed; Portia E. Binkerd,1904,,,apple
POM00003170,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Grand Junction, Mesa County, Colorado, United States",1 art original : col. ; 17 x 25 cm. ,32821,1905.0,Seedless; W.C. Sch[e]n,1905-01-04,,,apple
POM00003171,"Steadman, Royal Charles, b. 1875",Malus domestica,apples,"Pasadena, Los Angeles County, California, United States",1 art original : col. ; 17 x 25 cm. ,99700,1921.0,Seedless; J.H. Hunnicutt,1921,,,apple
POM00003175,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Grantsville, Calhoun County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,35488,1906.0,Seedless; W.M. Burns,1906-01-30,,,apple
POM00003176,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Hood River, Hood River County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,35269,1906.0,E.L. Smith; Seedless,1906-01-10,,,apple
POM00003177,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"San Diego, San Diego County, California, United States",1 art original : col. ; 17 x 25 cm. ,42205,1909.0,Clifton R. Bridges; Seedless,1909-03-17,,,apple
POM00003178,"Arnold, Mary Daisy, ca. 1873-1955",Malus domestica,apples,"Hope, Union County, New Mexico, United States",1 art original : col. ; 17 x 25 cm. ,86292,1915.0,Seedless,1915,,,apple
POM00003395,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Spencer, Roane County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,34942 1/2,1905.0,E.S. Goff; Seedless,1905-11-23,,Changed  Roare County to Roane,apple
POM00003397,"Passmore, Deborah Griscom, 1840-1911",Malus domestica,apples,"Fisher, Hardy County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,42531,1908.0,Coreless & Seedless,1908-12-09,,,apple
